fecha,prediccion,CATEGORIA,PRODUCTO,tipo
2025-12-16 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-17 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-18 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-19 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-20 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-21 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-22 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-23 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-24 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-25 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-26 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-27 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-28 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-29 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-30 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-12-31 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-01 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-02 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-03 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-04 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-05 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-06 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-07 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-08 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-09 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-10 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-11 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-12 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-13 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-14 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-15 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-16 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-17 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-18 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-19 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-20 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-21 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-22 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-23 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-24 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-25 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-26 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-27 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-28 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2026-01-29 18:07:45,0.0,Accesorios,Caja para pastel cuadrada (C-paquete/50pza)(S-pza/50),futuro
2025-11-03 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-04 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-05 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-06 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-07 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-08 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-09 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-10 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-11 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-12 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-13 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-14 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-15 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-16 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-17 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-18 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-19 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-20 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-21 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-22 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-23 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-24 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-25 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-26 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-27 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-28 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-29 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-11-30 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
2025-12-01 12:19:18,0.0,Accesorios,Caja para pastel rectangular (C-cja/50pza)(S-pza/50),futuro
